link_id,tmc_corridor_name,link_type_name,from_node_id,to_node_id,from_cell_code,lanes,length,free_speed,FFTT,time_period,volume,CA,CD,density,queue_length,discharge_rate,TD_free_flow_travel_time,waiting_time_in_sec,RT_speed,speed,geometry,notes
53,,,32,31,D1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.136488 33.654552, -112.161528 33.654380)",simulation-based
53,,,32,31,D1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.136488 33.654552, -112.161528 33.654380)",simulation-based
53,,,32,31,D1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.136488 33.654552, -112.161528 33.654380)",simulation-based
54,,,31,30,C1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.188588 33.654193)",simulation-based
54,,,31,30,C1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.188588 33.654193)",simulation-based
54,,,31,30,C1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.188588 33.654193)",simulation-based
54,,,31,30,C1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.188588 33.654193)",simulation-based
55,,,30,1,B1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.188588 33.654193, -112.216413 33.653927)",simulation-based
55,,,30,1,B1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.188588 33.654193, -112.216413 33.653927)",simulation-based
55,,,30,1,B1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.188588 33.654193, -112.216413 33.653927)",simulation-based
55,,,30,1,B1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.188588 33.654193, -112.216413 33.653927)",simulation-based
56,,,7,38,E1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,1579.000,1745.000,1579.000,166.000,166.000,1900.000,0.924,0.025,64.970,"LINESTRING (-112.120306 33.668067, -112.117524 33.662468)",simulation-based
56,,,7,38,E1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,1870.000,4430.000,3449.000,981.000,981.000,1900.000,0.925,0.142,64.834,"LINESTRING (-112.120306 33.668067, -112.117524 33.662468)",simulation-based
56,,,7,38,E1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,1905.000,7232.000,5354.000,1878.000,1878.000,1900.000,0.928,0.266,64.689,"LINESTRING (-112.120306 33.668067, -112.117524 33.662468)",simulation-based
56,,,7,38,E1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,1941.000,9882.000,7295.000,2587.000,2587.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.120306 33.668067, -112.117524 33.662468)",simulation-based
57,,,38,7,E1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117523 33.662469, -112.120306 33.668067)",simulation-based
57,,,38,7,E1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117523 33.662469, -112.120306 33.668067)",simulation-based
57,,,38,7,E1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117523 33.662469, -112.120306 33.668067)",simulation-based
57,,,38,7,E1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117523 33.662469, -112.120306 33.668067)",simulation-based
58,,,39,23,E2,1,1.000,65.000,0.923,0600:00.000_0700:00.000,1187.000,1212.000,1187.000,25.000,25.000,1900.000,0.923,0.001,64.999,"LINESTRING (-112.115355 33.646833, -112.117340 33.639870)",simulation-based
58,,,39,23,E2,1,1.000,65.000,0.923,0700:00.000_0800:00.000,1536.000,2746.000,2723.000,23.000,23.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.115355 33.646833, -112.117340 33.639870)",simulation-based
58,,,39,23,E2,1,1.000,65.000,0.923,0800:00.000_0900:00.000,1486.000,4232.000,4209.000,23.000,23.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.115355 33.646833, -112.117340 33.639870)",simulation-based
58,,,39,23,E2,1,1.000,65.000,0.923,0900:00.000_1000:00.000,1525.000,5759.000,5734.000,25.000,25.000,1900.000,0.923,-0.000,65.000,"LINESTRING (-112.115355 33.646833, -112.117340 33.639870)",simulation-based
59,,,23,39,E2,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.115354 33.646833)",simulation-based
59,,,23,39,E2,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.115354 33.646833)",simulation-based
59,,,23,39,E2,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.115354 33.646833)",simulation-based
59,,,23,39,E2,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.115354 33.646833)",simulation-based
60,,,7,42,E1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,1269.000,1311.000,1269.000,42.000,42.000,1900.000,0.923,0.003,64.996,"LINESTRING (-112.120306 33.668067, -112.119621 33.671412)",simulation-based
60,,,7,42,E1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,1868.000,3344.000,3137.000,207.000,207.000,1900.000,0.923,0.024,64.972,"LINESTRING (-112.120306 33.668067, -112.119621 33.671412)",simulation-based
60,,,7,42,E1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,1905.000,5436.000,5042.000,394.000,394.000,1900.000,0.924,0.055,64.936,"LINESTRING (-112.120306 33.668067, -112.119621 33.671412)",simulation-based
60,,,7,42,E1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,1941.000,7162.000,6983.000,179.000,179.000,1900.000,0.923,-0.000,65.000,"LINESTRING (-112.120306 33.668067, -112.119621 33.671412)",simulation-based
61,,,42,7,E1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,1231.000,1268.000,1231.000,37.000,37.000,1900.000,0.923,0.002,64.997,"LINESTRING (-112.119622 33.671412, -112.120306 33.668067)",simulation-based
61,,,42,7,E1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,1864.000,3139.000,3095.000,44.000,44.000,1900.000,0.923,0.002,64.998,"LINESTRING (-112.119622 33.671412, -112.120306 33.668067)",simulation-based
61,,,42,7,E1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,1905.000,5053.000,5000.000,53.000,53.000,1900.000,0.923,0.003,64.996,"LINESTRING (-112.119622 33.671412, -112.120306 33.668067)",simulation-based
61,,,42,7,E1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,1941.000,6990.000,6941.000,49.000,49.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.119622 33.671412, -112.120306 33.668067)",simulation-based
62,,,23,43,E2,1,1.000,65.000,0.923,0600:00.000_0700:00.000,1006.000,1033.000,1006.000,27.000,27.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.116949 33.634858)",simulation-based
62,,,23,43,E2,1,1.000,65.000,0.923,0700:00.000_0800:00.000,1350.000,2378.000,2356.000,22.000,22.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.116949 33.634858)",simulation-based
62,,,23,43,E2,1,1.000,65.000,0.923,0800:00.000_0900:00.000,1278.000,3658.000,3634.000,24.000,24.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.116949 33.634858)",simulation-based
62,,,23,43,E2,1,1.000,65.000,0.923,0900:00.000_1000:00.000,1328.000,4983.000,4962.000,21.000,21.000,1900.000,0.923,-0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.116949 33.634858)",simulation-based
63,,,43,23,E2,1,1.000,65.000,0.923,0600:00.000_0700:00.000,989.000,1003.000,989.000,14.000,14.000,1900.000,0.923,0.001,64.999,"LINESTRING (-112.116948 33.634858, -112.117340 33.639870)",simulation-based
63,,,43,23,E2,1,1.000,65.000,0.923,0700:00.000_0800:00.000,1350.000,2364.000,2339.000,25.000,25.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.116948 33.634858, -112.117340 33.639870)",simulation-based
63,,,43,23,E2,1,1.000,65.000,0.923,0800:00.000_0900:00.000,1298.000,3659.000,3637.000,22.000,22.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.116948 33.634858, -112.117340 33.639870)",simulation-based
63,,,43,23,E2,1,1.000,65.000,0.923,0900:00.000_1000:00.000,1335.000,4991.000,4972.000,19.000,19.000,1900.000,0.923,-0.000,65.000,"LINESTRING (-112.116948 33.634858, -112.117340 33.639870)",simulation-based
64,,,11,44,H1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.046196 33.668577, -112.005727 33.668752)",simulation-based
64,,,11,44,H1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.046196 33.668577, -112.005727 33.668752)",simulation-based
64,,,11,44,H1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.046196 33.668577, -112.005727 33.668752)",simulation-based
64,,,11,44,H1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.046196 33.668577, -112.005727 33.668752)",simulation-based
65,,,44,11,I1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005727 33.668753, -112.046196 33.668578)",simulation-based
65,,,44,11,I1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005727 33.668753, -112.046196 33.668578)",simulation-based
65,,,44,11,I1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005727 33.668753, -112.046196 33.668578)",simulation-based
65,,,44,11,I1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005727 33.668753, -112.046196 33.668578)",simulation-based
66,,,44,45,I1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005727 33.668752, -111.963730 33.667623)",simulation-based
66,,,44,45,I1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005727 33.668752, -111.963730 33.667623)",simulation-based
66,,,44,45,I1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005727 33.668752, -111.963730 33.667623)",simulation-based
66,,,44,45,I1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005727 33.668752, -111.963730 33.667623)",simulation-based
67,,,45,44,K1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.963730 33.667624, -112.005727 33.668753)",simulation-based
67,,,45,44,K1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.963730 33.667624, -112.005727 33.668753)",simulation-based
67,,,45,44,K1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.963730 33.667624, -112.005727 33.668753)",simulation-based
67,,,45,44,K1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.963730 33.667624, -112.005727 33.668753)",simulation-based
68,,,45,46,K1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.963730 33.667623, -111.932894 33.662770)",simulation-based
68,,,45,46,K1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.963730 33.667623, -111.932894 33.662770)",simulation-based
68,,,45,46,K1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.963730 33.667623, -111.932894 33.662770)",simulation-based
68,,,45,46,K1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.963730 33.667623, -111.932894 33.662770)",simulation-based
69,,,46,45,L1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.932894 33.662771, -111.963730 33.667624)",simulation-based
69,,,46,45,L1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.932894 33.662771, -111.963730 33.667624)",simulation-based
69,,,46,45,L1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.932894 33.662771, -111.963730 33.667624)",simulation-based
69,,,46,45,L1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.932894 33.662771, -111.963730 33.667624)",simulation-based
70,,,2,47,H1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.029867 33.655286, -112.002470 33.654895)",simulation-based
70,,,2,47,H1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.029867 33.655286, -112.002470 33.654895)",simulation-based
70,,,2,47,H1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.029867 33.655286, -112.002470 33.654895)",simulation-based
70,,,2,47,H1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.029867 33.655286, -112.002470 33.654895)",simulation-based
71,,,47,2,I1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654896, -112.029867 33.655287)",simulation-based
71,,,47,2,I1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654896, -112.029867 33.655287)",simulation-based
71,,,47,2,I1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654896, -112.029867 33.655287)",simulation-based
71,,,47,2,I1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654896, -112.029867 33.655287)",simulation-based
72,,,47,48,I1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -111.964208 33.653639)",simulation-based
72,,,47,48,I1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -111.964208 33.653639)",simulation-based
72,,,47,48,I1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -111.964208 33.653639)",simulation-based
72,,,47,48,I1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -111.964208 33.653639)",simulation-based
73,,,48,47,K1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.964207 33.653640, -112.002470 33.654896)",simulation-based
73,,,48,47,K1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.964207 33.653640, -112.002470 33.654896)",simulation-based
73,,,48,47,K1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.964207 33.653640, -112.002470 33.654896)",simulation-based
73,,,48,47,K1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.964207 33.653640, -112.002470 33.654896)",simulation-based
74,,,48,49,K1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.964207 33.653639, -111.929702 33.653978)",simulation-based
74,,,48,49,K1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.964207 33.653639, -111.929702 33.653978)",simulation-based
74,,,48,49,K1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.964207 33.653639, -111.929702 33.653978)",simulation-based
74,,,48,49,K1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.964207 33.653639, -111.929702 33.653978)",simulation-based
75,,,49,48,L1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.929702 33.653979, -111.964208 33.653640)",simulation-based
75,,,49,48,L1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.929702 33.653979, -111.964208 33.653640)",simulation-based
75,,,49,48,L1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.929702 33.653979, -111.964208 33.653640)",simulation-based
75,,,49,48,L1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-111.929702 33.653979, -111.964208 33.653640)",simulation-based
76,,,44,47,I1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005728 33.668752, -112.002470 33.654895)",simulation-based
76,,,44,47,I1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005728 33.668752, -112.002470 33.654895)",simulation-based
76,,,44,47,I1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005728 33.668752, -112.002470 33.654895)",simulation-based
76,,,44,47,I1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.005728 33.668752, -112.002470 33.654895)",simulation-based
77,,,47,44,I1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -112.005727 33.668752)",simulation-based
77,,,47,44,I1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -112.005727 33.668752)",simulation-based
77,,,47,44,I1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -112.005727 33.668752)",simulation-based
77,,,47,44,I1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -112.005727 33.668752)",simulation-based
78,,,47,50,I1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -112.001827 33.639197)",simulation-based
78,,,47,50,I1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -112.001827 33.639197)",simulation-based
78,,,47,50,I1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -112.001827 33.639197)",simulation-based
78,,,47,50,I1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.002470 33.654895, -112.001827 33.639197)",simulation-based
79,,,50,47,I2,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.001826 33.639197, -112.002470 33.654895)",simulation-based
79,,,50,47,I2,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.001826 33.639197, -112.002470 33.654895)",simulation-based
79,,,50,47,I2,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.001826 33.639197, -112.002470 33.654895)",simulation-based
79,,,50,47,I2,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.001826 33.639197, -112.002470 33.654895)",simulation-based
