link_id,from_node_id,to_node_id,time_period,duration_in_sec,state,state_name
4092,2375,2378,0600:00.000_0600:50.000,50,0,r
4092,2375,2378,0600:50.000_0601:11.000,21,1,g
4092,2375,2378,0601:11.000_0602:30.000,79,0,r
4092,2375,2378,0602:30.000_0602:51.000,21,1,g
4092,2375,2378,0602:51.000_0604:10.000,79,0,r
4092,2375,2378,0604:10.000_0604:31.000,21,1,g
4092,2375,2378,0604:31.000_0605:50.000,79,0,r
4092,2375,2378,0605:50.000_0606:11.000,21,1,g
4092,2375,2378,0606:11.000_0607:30.000,79,0,r
4092,2375,2378,0607:30.000_0607:51.000,21,1,g
4092,2375,2378,0607:51.000_0609:10.000,79,0,r
4092,2375,2378,0609:10.000_0609:31.000,21,1,g
4092,2375,2378,0609:31.000_0610:50.000,79,0,r
4092,2375,2378,0610:50.000_0611:11.000,21,1,g
4092,2375,2378,0611:11.000_0612:30.000,79,0,r
4092,2375,2378,0612:30.000_0612:51.000,21,1,g
4092,2375,2378,0612:51.000_0614:10.000,79,0,r
4092,2375,2378,0614:10.000_0614:31.000,21,1,g
4092,2375,2378,0614:31.000_0615:50.000,79,0,r
4092,2375,2378,0615:50.000_0616:11.000,21,1,g
4092,2375,2378,0616:11.000_0617:30.000,79,0,r
4092,2375,2378,0617:30.000_0617:51.000,21,1,g
4092,2375,2378,0617:51.000_0619:10.000,79,0,r
4092,2375,2378,0619:10.000_0619:31.000,21,1,g
4092,2375,2378,0619:31.000_0620:50.000,79,0,r
4092,2375,2378,0620:50.000_0621:11.000,21,1,g
4092,2375,2378,0621:11.000_0622:30.000,79,0,r
4092,2375,2378,0622:30.000_0622:51.000,21,1,g
4092,2375,2378,0622:51.000_0624:10.000,79,0,r
4092,2375,2378,0624:10.000_0624:31.000,21,1,g
4092,2375,2378,0624:31.000_0625:50.000,79,0,r
4092,2375,2378,0625:50.000_0626:11.000,21,1,g
4092,2375,2378,0626:11.000_0627:30.000,79,0,r
4092,2375,2378,0627:30.000_0627:51.000,21,1,g
4092,2375,2378,0627:51.000_0629:10.000,79,0,r
4092,2375,2378,0629:10.000_0629:31.000,21,1,g
4092,2375,2378,0629:31.000_0630:50.000,79,0,r
4092,2375,2378,0630:50.000_0631:11.000,21,1,g
4092,2375,2378,0631:11.000_0632:30.000,79,0,r
4092,2375,2378,0632:30.000_0632:51.000,21,1,g
4092,2375,2378,0632:51.000_0634:10.000,79,0,r
4092,2375,2378,0634:10.000_0634:31.000,21,1,g
4092,2375,2378,0634:31.000_0635:50.000,79,0,r
4092,2375,2378,0635:50.000_0636:11.000,21,1,g
4092,2375,2378,0636:11.000_0637:30.000,79,0,r
4092,2375,2378,0637:30.000_0637:51.000,21,1,g
4092,2375,2378,0637:51.000_0639:10.000,79,0,r
4092,2375,2378,0639:10.000_0639:31.000,21,1,g
4092,2375,2378,0639:31.000_0640:50.000,79,0,r
4092,2375,2378,0640:50.000_0641:11.000,21,1,g
4092,2375,2378,0641:11.000_0642:30.000,79,0,r
4092,2375,2378,0642:30.000_0642:51.000,21,1,g
4092,2375,2378,0642:51.000_0644:10.000,79,0,r
4092,2375,2378,0644:10.000_0644:31.000,21,1,g
4092,2375,2378,0644:31.000_0645:50.000,79,0,r
4092,2375,2378,0645:50.000_0646:11.000,21,1,g
4092,2375,2378,0646:11.000_0647:30.000,79,0,r
4092,2375,2378,0647:30.000_0647:51.000,21,1,g
4092,2375,2378,0647:51.000_0649:10.000,79,0,r
4092,2375,2378,0649:10.000_0649:31.000,21,1,g
4092,2375,2378,0649:31.000_0650:50.000,79,0,r
4092,2375,2378,0650:50.000_0651:11.000,21,1,g
4092,2375,2378,0651:11.000_0652:30.000,79,0,r
4092,2375,2378,0652:30.000_0652:51.000,21,1,g
4092,2375,2378,0652:51.000_0654:10.000,79,0,r
4092,2375,2378,0654:10.000_0654:31.000,21,1,g
4092,2375,2378,0654:31.000_0655:50.000,79,0,r
4092,2375,2378,0655:50.000_0656:11.000,21,1,g
4092,2375,2378,0656:11.000_0657:30.000,79,0,r
4092,2375,2378,0657:30.000_0657:51.000,21,1,g
4092,2375,2378,0657:51.000_0659:10.000,79,0,r
4092,2375,2378,0659:10.000_0659:31.000,21,1,g
4092,2375,2378,0659:31.000_0659:59.000,28,0,r
4106,2376,2379,0600:00.000_0600:50.000,50,0,r
4106,2376,2379,0600:50.000_0601:11.000,21,1,g
4106,2376,2379,0601:11.000_0602:30.000,79,0,r
4106,2376,2379,0602:30.000_0602:51.000,21,1,g
4106,2376,2379,0602:51.000_0604:10.000,79,0,r
4106,2376,2379,0604:10.000_0604:31.000,21,1,g
4106,2376,2379,0604:31.000_0605:50.000,79,0,r
4106,2376,2379,0605:50.000_0606:11.000,21,1,g
4106,2376,2379,0606:11.000_0607:30.000,79,0,r
4106,2376,2379,0607:30.000_0607:51.000,21,1,g
4106,2376,2379,0607:51.000_0609:10.000,79,0,r
4106,2376,2379,0609:10.000_0609:31.000,21,1,g
4106,2376,2379,0609:31.000_0610:50.000,79,0,r
4106,2376,2379,0610:50.000_0611:11.000,21,1,g
4106,2376,2379,0611:11.000_0612:30.000,79,0,r
4106,2376,2379,0612:30.000_0612:51.000,21,1,g
4106,2376,2379,0612:51.000_0614:10.000,79,0,r
4106,2376,2379,0614:10.000_0614:31.000,21,1,g
4106,2376,2379,0614:31.000_0615:50.000,79,0,r
4106,2376,2379,0615:50.000_0616:11.000,21,1,g
4106,2376,2379,0616:11.000_0617:30.000,79,0,r
4106,2376,2379,0617:30.000_0617:51.000,21,1,g
4106,2376,2379,0617:51.000_0619:10.000,79,0,r
4106,2376,2379,0619:10.000_0619:31.000,21,1,g
4106,2376,2379,0619:31.000_0620:50.000,79,0,r
4106,2376,2379,0620:50.000_0621:11.000,21,1,g
4106,2376,2379,0621:11.000_0622:30.000,79,0,r
4106,2376,2379,0622:30.000_0622:51.000,21,1,g
4106,2376,2379,0622:51.000_0624:10.000,79,0,r
4106,2376,2379,0624:10.000_0624:31.000,21,1,g
4106,2376,2379,0624:31.000_0625:50.000,79,0,r
4106,2376,2379,0625:50.000_0626:11.000,21,1,g
4106,2376,2379,0626:11.000_0627:30.000,79,0,r
4106,2376,2379,0627:30.000_0627:51.000,21,1,g
4106,2376,2379,0627:51.000_0629:10.000,79,0,r
4106,2376,2379,0629:10.000_0629:31.000,21,1,g
4106,2376,2379,0629:31.000_0630:50.000,79,0,r
4106,2376,2379,0630:50.000_0631:11.000,21,1,g
4106,2376,2379,0631:11.000_0632:30.000,79,0,r
4106,2376,2379,0632:30.000_0632:51.000,21,1,g
4106,2376,2379,0632:51.000_0634:10.000,79,0,r
4106,2376,2379,0634:10.000_0634:31.000,21,1,g
4106,2376,2379,0634:31.000_0635:50.000,79,0,r
4106,2376,2379,0635:50.000_0636:11.000,21,1,g
4106,2376,2379,0636:11.000_0637:30.000,79,0,r
4106,2376,2379,0637:30.000_0637:51.000,21,1,g
4106,2376,2379,0637:51.000_0639:10.000,79,0,r
4106,2376,2379,0639:10.000_0639:31.000,21,1,g
4106,2376,2379,0639:31.000_0640:50.000,79,0,r
4106,2376,2379,0640:50.000_0641:11.000,21,1,g
4106,2376,2379,0641:11.000_0642:30.000,79,0,r
4106,2376,2379,0642:30.000_0642:51.000,21,1,g
4106,2376,2379,0642:51.000_0644:10.000,79,0,r
4106,2376,2379,0644:10.000_0644:31.000,21,1,g
4106,2376,2379,0644:31.000_0645:50.000,79,0,r
4106,2376,2379,0645:50.000_0646:11.000,21,1,g
4106,2376,2379,0646:11.000_0647:30.000,79,0,r
4106,2376,2379,0647:30.000_0647:51.000,21,1,g
4106,2376,2379,0647:51.000_0649:10.000,79,0,r
4106,2376,2379,0649:10.000_0649:31.000,21,1,g
4106,2376,2379,0649:31.000_0650:50.000,79,0,r
4106,2376,2379,0650:50.000_0651:11.000,21,1,g
4106,2376,2379,0651:11.000_0652:30.000,79,0,r
4106,2376,2379,0652:30.000_0652:51.000,21,1,g
4106,2376,2379,0652:51.000_0654:10.000,79,0,r
4106,2376,2379,0654:10.000_0654:31.000,21,1,g
4106,2376,2379,0654:31.000_0655:50.000,79,0,r
4106,2376,2379,0655:50.000_0656:11.000,21,1,g
4106,2376,2379,0656:11.000_0657:30.000,79,0,r
4106,2376,2379,0657:30.000_0657:51.000,21,1,g
4106,2376,2379,0657:51.000_0659:10.000,79,0,r
4106,2376,2379,0659:10.000_0659:31.000,21,1,g
4106,2376,2379,0659:31.000_0659:59.000,28,0,r
4278,2523,2526,0600:00.000_0600:51.000,51,1,g
4278,2523,2526,0600:51.000_0601:40.000,49,0,r
4278,2523,2526,0601:40.000_0602:31.000,51,1,g
4278,2523,2526,0602:31.000_0603:20.000,49,0,r
4278,2523,2526,0603:20.000_0604:11.000,51,1,g
4278,2523,2526,0604:11.000_0605:00.000,49,0,r
4278,2523,2526,0605:00.000_0605:51.000,51,1,g
4278,2523,2526,0605:51.000_0606:40.000,49,0,r
4278,2523,2526,0606:40.000_0607:31.000,51,1,g
4278,2523,2526,0607:31.000_0608:20.000,49,0,r
4278,2523,2526,0608:20.000_0609:11.000,51,1,g
4278,2523,2526,0609:11.000_0610:00.000,49,0,r
4278,2523,2526,0610:00.000_0610:51.000,51,1,g
4278,2523,2526,0610:51.000_0611:40.000,49,0,r
4278,2523,2526,0611:40.000_0612:31.000,51,1,g
4278,2523,2526,0612:31.000_0613:20.000,49,0,r
4278,2523,2526,0613:20.000_0614:11.000,51,1,g
4278,2523,2526,0614:11.000_0615:00.000,49,0,r
4278,2523,2526,0615:00.000_0615:51.000,51,1,g
4278,2523,2526,0615:51.000_0616:40.000,49,0,r
4278,2523,2526,0616:40.000_0617:31.000,51,1,g
4278,2523,2526,0617:31.000_0618:20.000,49,0,r
4278,2523,2526,0618:20.000_0619:11.000,51,1,g
4278,2523,2526,0619:11.000_0620:00.000,49,0,r
4278,2523,2526,0620:00.000_0620:51.000,51,1,g
4278,2523,2526,0620:51.000_0621:40.000,49,0,r
4278,2523,2526,0621:40.000_0622:31.000,51,1,g
4278,2523,2526,0622:31.000_0623:20.000,49,0,r
4278,2523,2526,0623:20.000_0624:11.000,51,1,g
4278,2523,2526,0624:11.000_0625:00.000,49,0,r
4278,2523,2526,0625:00.000_0625:51.000,51,1,g
4278,2523,2526,0625:51.000_0626:40.000,49,0,r
4278,2523,2526,0626:40.000_0627:31.000,51,1,g
4278,2523,2526,0627:31.000_0628:20.000,49,0,r
4278,2523,2526,0628:20.000_0629:11.000,51,1,g
4278,2523,2526,0629:11.000_0630:00.000,49,0,r
4278,2523,2526,0630:00.000_0630:51.000,51,1,g
4278,2523,2526,0630:51.000_0631:40.000,49,0,r
4278,2523,2526,0631:40.000_0632:31.000,51,1,g
4278,2523,2526,0632:31.000_0633:20.000,49,0,r
4278,2523,2526,0633:20.000_0634:11.000,51,1,g
4278,2523,2526,0634:11.000_0635:00.000,49,0,r
4278,2523,2526,0635:00.000_0635:51.000,51,1,g
4278,2523,2526,0635:51.000_0636:40.000,49,0,r
4278,2523,2526,0636:40.000_0637:31.000,51,1,g
4278,2523,2526,0637:31.000_0638:20.000,49,0,r
4278,2523,2526,0638:20.000_0639:11.000,51,1,g
4278,2523,2526,0639:11.000_0640:00.000,49,0,r
4278,2523,2526,0640:00.000_0640:51.000,51,1,g
4278,2523,2526,0640:51.000_0641:40.000,49,0,r
4278,2523,2526,0641:40.000_0642:31.000,51,1,g
4278,2523,2526,0642:31.000_0643:20.000,49,0,r
4278,2523,2526,0643:20.000_0644:11.000,51,1,g
4278,2523,2526,0644:11.000_0645:00.000,49,0,r
4278,2523,2526,0645:00.000_0645:51.000,51,1,g
4278,2523,2526,0645:51.000_0646:40.000,49,0,r
4278,2523,2526,0646:40.000_0647:31.000,51,1,g
4278,2523,2526,0647:31.000_0648:20.000,49,0,r
4278,2523,2526,0648:20.000_0649:11.000,51,1,g
4278,2523,2526,0649:11.000_0650:00.000,49,0,r
4278,2523,2526,0650:00.000_0650:51.000,51,1,g
4278,2523,2526,0650:51.000_0651:40.000,49,0,r
4278,2523,2526,0651:40.000_0652:31.000,51,1,g
4278,2523,2526,0652:31.000_0653:20.000,49,0,r
4278,2523,2526,0653:20.000_0654:11.000,51,1,g
4278,2523,2526,0654:11.000_0655:00.000,49,0,r
4278,2523,2526,0655:00.000_0655:51.000,51,1,g
4278,2523,2526,0655:51.000_0656:40.000,49,0,r
4278,2523,2526,0656:40.000_0657:31.000,51,1,g
4278,2523,2526,0657:31.000_0658:20.000,49,0,r
4278,2523,2526,0658:20.000_0659:11.000,51,1,g
4278,2523,2526,0659:11.000_0659:59.000,48,0,r
4288,2524,2527,0600:00.000_0600:51.000,51,1,g
4288,2524,2527,0600:51.000_0601:40.000,49,0,r
4288,2524,2527,0601:40.000_0602:31.000,51,1,g
4288,2524,2527,0602:31.000_0603:20.000,49,0,r
4288,2524,2527,0603:20.000_0604:11.000,51,1,g
4288,2524,2527,0604:11.000_0605:00.000,49,0,r
4288,2524,2527,0605:00.000_0605:51.000,51,1,g
4288,2524,2527,0605:51.000_0606:40.000,49,0,r
4288,2524,2527,0606:40.000_0607:31.000,51,1,g
4288,2524,2527,0607:31.000_0608:20.000,49,0,r
4288,2524,2527,0608:20.000_0609:11.000,51,1,g
4288,2524,2527,0609:11.000_0610:00.000,49,0,r
4288,2524,2527,0610:00.000_0610:51.000,51,1,g
4288,2524,2527,0610:51.000_0611:40.000,49,0,r
4288,2524,2527,0611:40.000_0612:31.000,51,1,g
4288,2524,2527,0612:31.000_0613:20.000,49,0,r
4288,2524,2527,0613:20.000_0614:11.000,51,1,g
4288,2524,2527,0614:11.000_0615:00.000,49,0,r
4288,2524,2527,0615:00.000_0615:51.000,51,1,g
4288,2524,2527,0615:51.000_0616:40.000,49,0,r
4288,2524,2527,0616:40.000_0617:31.000,51,1,g
4288,2524,2527,0617:31.000_0618:20.000,49,0,r
4288,2524,2527,0618:20.000_0619:11.000,51,1,g
4288,2524,2527,0619:11.000_0620:00.000,49,0,r
4288,2524,2527,0620:00.000_0620:51.000,51,1,g
4288,2524,2527,0620:51.000_0621:40.000,49,0,r
4288,2524,2527,0621:40.000_0622:31.000,51,1,g
4288,2524,2527,0622:31.000_0623:20.000,49,0,r
4288,2524,2527,0623:20.000_0624:11.000,51,1,g
4288,2524,2527,0624:11.000_0625:00.000,49,0,r
4288,2524,2527,0625:00.000_0625:51.000,51,1,g
4288,2524,2527,0625:51.000_0626:40.000,49,0,r
4288,2524,2527,0626:40.000_0627:31.000,51,1,g
4288,2524,2527,0627:31.000_0628:20.000,49,0,r
4288,2524,2527,0628:20.000_0629:11.000,51,1,g
4288,2524,2527,0629:11.000_0630:00.000,49,0,r
4288,2524,2527,0630:00.000_0630:51.000,51,1,g
4288,2524,2527,0630:51.000_0631:40.000,49,0,r
4288,2524,2527,0631:40.000_0632:31.000,51,1,g
4288,2524,2527,0632:31.000_0633:20.000,49,0,r
4288,2524,2527,0633:20.000_0634:11.000,51,1,g
4288,2524,2527,0634:11.000_0635:00.000,49,0,r
4288,2524,2527,0635:00.000_0635:51.000,51,1,g
4288,2524,2527,0635:51.000_0636:40.000,49,0,r
4288,2524,2527,0636:40.000_0637:31.000,51,1,g
4288,2524,2527,0637:31.000_0638:20.000,49,0,r
4288,2524,2527,0638:20.000_0639:11.000,51,1,g
4288,2524,2527,0639:11.000_0640:00.000,49,0,r
4288,2524,2527,0640:00.000_0640:51.000,51,1,g
4288,2524,2527,0640:51.000_0641:40.000,49,0,r
4288,2524,2527,0641:40.000_0642:31.000,51,1,g
4288,2524,2527,0642:31.000_0643:20.000,49,0,r
4288,2524,2527,0643:20.000_0644:11.000,51,1,g
4288,2524,2527,0644:11.000_0645:00.000,49,0,r
4288,2524,2527,0645:00.000_0645:51.000,51,1,g
4288,2524,2527,0645:51.000_0646:40.000,49,0,r
4288,2524,2527,0646:40.000_0647:31.000,51,1,g
4288,2524,2527,0647:31.000_0648:20.000,49,0,r
4288,2524,2527,0648:20.000_0649:11.000,51,1,g
4288,2524,2527,0649:11.000_0650:00.000,49,0,r
4288,2524,2527,0650:00.000_0650:51.000,51,1,g
4288,2524,2527,0650:51.000_0651:40.000,49,0,r
4288,2524,2527,0651:40.000_0652:31.000,51,1,g
4288,2524,2527,0652:31.000_0653:20.000,49,0,r
4288,2524,2527,0653:20.000_0654:11.000,51,1,g
4288,2524,2527,0654:11.000_0655:00.000,49,0,r
4288,2524,2527,0655:00.000_0655:51.000,51,1,g
4288,2524,2527,0655:51.000_0656:40.000,49,0,r
4288,2524,2527,0656:40.000_0657:31.000,51,1,g
4288,2524,2527,0657:31.000_0658:20.000,49,0,r
4288,2524,2527,0658:20.000_0659:11.000,51,1,g
4288,2524,2527,0659:11.000_0659:59.000,48,0,r
4337,2559,2563,0600:00.000_0600:50.000,50,0,r
4337,2559,2563,0600:50.000_0601:41.000,51,1,g
4337,2559,2563,0601:41.000_0602:30.000,49,0,r
4337,2559,2563,0602:30.000_0603:21.000,51,1,g
4337,2559,2563,0603:21.000_0604:10.000,49,0,r
4337,2559,2563,0604:10.000_0605:01.000,51,1,g
4337,2559,2563,0605:01.000_0605:50.000,49,0,r
4337,2559,2563,0605:50.000_0606:41.000,51,1,g
4337,2559,2563,0606:41.000_0607:30.000,49,0,r
4337,2559,2563,0607:30.000_0608:21.000,51,1,g
4337,2559,2563,0608:21.000_0609:10.000,49,0,r
4337,2559,2563,0609:10.000_0610:01.000,51,1,g
4337,2559,2563,0610:01.000_0610:50.000,49,0,r
4337,2559,2563,0610:50.000_0611:41.000,51,1,g
4337,2559,2563,0611:41.000_0612:30.000,49,0,r
4337,2559,2563,0612:30.000_0613:21.000,51,1,g
4337,2559,2563,0613:21.000_0614:10.000,49,0,r
4337,2559,2563,0614:10.000_0615:01.000,51,1,g
4337,2559,2563,0615:01.000_0615:50.000,49,0,r
4337,2559,2563,0615:50.000_0616:41.000,51,1,g
4337,2559,2563,0616:41.000_0617:30.000,49,0,r
4337,2559,2563,0617:30.000_0618:21.000,51,1,g
4337,2559,2563,0618:21.000_0619:10.000,49,0,r
4337,2559,2563,0619:10.000_0620:01.000,51,1,g
4337,2559,2563,0620:01.000_0620:50.000,49,0,r
4337,2559,2563,0620:50.000_0621:41.000,51,1,g
4337,2559,2563,0621:41.000_0622:30.000,49,0,r
4337,2559,2563,0622:30.000_0623:21.000,51,1,g
4337,2559,2563,0623:21.000_0624:10.000,49,0,r
4337,2559,2563,0624:10.000_0625:01.000,51,1,g
4337,2559,2563,0625:01.000_0625:50.000,49,0,r
4337,2559,2563,0625:50.000_0626:41.000,51,1,g
4337,2559,2563,0626:41.000_0627:30.000,49,0,r
4337,2559,2563,0627:30.000_0628:21.000,51,1,g
4337,2559,2563,0628:21.000_0629:10.000,49,0,r
4337,2559,2563,0629:10.000_0630:01.000,51,1,g
4337,2559,2563,0630:01.000_0630:50.000,49,0,r
4337,2559,2563,0630:50.000_0631:41.000,51,1,g
4337,2559,2563,0631:41.000_0632:30.000,49,0,r
4337,2559,2563,0632:30.000_0633:21.000,51,1,g
4337,2559,2563,0633:21.000_0634:10.000,49,0,r
4337,2559,2563,0634:10.000_0635:01.000,51,1,g
4337,2559,2563,0635:01.000_0635:50.000,49,0,r
4337,2559,2563,0635:50.000_0636:41.000,51,1,g
4337,2559,2563,0636:41.000_0637:30.000,49,0,r
4337,2559,2563,0637:30.000_0638:21.000,51,1,g
4337,2559,2563,0638:21.000_0639:10.000,49,0,r
4337,2559,2563,0639:10.000_0640:01.000,51,1,g
4337,2559,2563,0640:01.000_0640:50.000,49,0,r
4337,2559,2563,0640:50.000_0641:41.000,51,1,g
4337,2559,2563,0641:41.000_0642:30.000,49,0,r
4337,2559,2563,0642:30.000_0643:21.000,51,1,g
4337,2559,2563,0643:21.000_0644:10.000,49,0,r
4337,2559,2563,0644:10.000_0645:01.000,51,1,g
4337,2559,2563,0645:01.000_0645:50.000,49,0,r
4337,2559,2563,0645:50.000_0646:41.000,51,1,g
4337,2559,2563,0646:41.000_0647:30.000,49,0,r
4337,2559,2563,0647:30.000_0648:21.000,51,1,g
4337,2559,2563,0648:21.000_0649:10.000,49,0,r
4337,2559,2563,0649:10.000_0650:01.000,51,1,g
4337,2559,2563,0650:01.000_0650:50.000,49,0,r
4337,2559,2563,0650:50.000_0651:41.000,51,1,g
4337,2559,2563,0651:41.000_0652:30.000,49,0,r
4337,2559,2563,0652:30.000_0653:21.000,51,1,g
4337,2559,2563,0653:21.000_0654:10.000,49,0,r
4337,2559,2563,0654:10.000_0655:01.000,51,1,g
4337,2559,2563,0655:01.000_0655:50.000,49,0,r
4337,2559,2563,0655:50.000_0656:41.000,51,1,g
4337,2559,2563,0656:41.000_0657:30.000,49,0,r
4337,2559,2563,0657:30.000_0658:21.000,51,1,g
4337,2559,2563,0658:21.000_0659:10.000,49,0,r
4337,2559,2563,0659:10.000_0659:59.000,49,1,g
4347,2560,2564,0600:00.000_0600:50.000,50,0,r
4347,2560,2564,0600:50.000_0601:41.000,51,1,g
4347,2560,2564,0601:41.000_0602:30.000,49,0,r
4347,2560,2564,0602:30.000_0603:21.000,51,1,g
4347,2560,2564,0603:21.000_0604:10.000,49,0,r
4347,2560,2564,0604:10.000_0605:01.000,51,1,g
4347,2560,2564,0605:01.000_0605:50.000,49,0,r
4347,2560,2564,0605:50.000_0606:41.000,51,1,g
4347,2560,2564,0606:41.000_0607:30.000,49,0,r
4347,2560,2564,0607:30.000_0608:21.000,51,1,g
4347,2560,2564,0608:21.000_0609:10.000,49,0,r
4347,2560,2564,0609:10.000_0610:01.000,51,1,g
4347,2560,2564,0610:01.000_0610:50.000,49,0,r
4347,2560,2564,0610:50.000_0611:41.000,51,1,g
4347,2560,2564,0611:41.000_0612:30.000,49,0,r
4347,2560,2564,0612:30.000_0613:21.000,51,1,g
4347,2560,2564,0613:21.000_0614:10.000,49,0,r
4347,2560,2564,0614:10.000_0615:01.000,51,1,g
4347,2560,2564,0615:01.000_0615:50.000,49,0,r
4347,2560,2564,0615:50.000_0616:41.000,51,1,g
4347,2560,2564,0616:41.000_0617:30.000,49,0,r
4347,2560,2564,0617:30.000_0618:21.000,51,1,g
4347,2560,2564,0618:21.000_0619:10.000,49,0,r
4347,2560,2564,0619:10.000_0620:01.000,51,1,g
4347,2560,2564,0620:01.000_0620:50.000,49,0,r
4347,2560,2564,0620:50.000_0621:41.000,51,1,g
4347,2560,2564,0621:41.000_0622:30.000,49,0,r
4347,2560,2564,0622:30.000_0623:21.000,51,1,g
4347,2560,2564,0623:21.000_0624:10.000,49,0,r
4347,2560,2564,0624:10.000_0625:01.000,51,1,g
4347,2560,2564,0625:01.000_0625:50.000,49,0,r
4347,2560,2564,0625:50.000_0626:41.000,51,1,g
4347,2560,2564,0626:41.000_0627:30.000,49,0,r
4347,2560,2564,0627:30.000_0628:21.000,51,1,g
4347,2560,2564,0628:21.000_0629:10.000,49,0,r
4347,2560,2564,0629:10.000_0630:01.000,51,1,g
4347,2560,2564,0630:01.000_0630:50.000,49,0,r
4347,2560,2564,0630:50.000_0631:41.000,51,1,g
4347,2560,2564,0631:41.000_0632:30.000,49,0,r
4347,2560,2564,0632:30.000_0633:21.000,51,1,g
4347,2560,2564,0633:21.000_0634:10.000,49,0,r
4347,2560,2564,0634:10.000_0635:01.000,51,1,g
4347,2560,2564,0635:01.000_0635:50.000,49,0,r
4347,2560,2564,0635:50.000_0636:41.000,51,1,g
4347,2560,2564,0636:41.000_0637:30.000,49,0,r
4347,2560,2564,0637:30.000_0638:21.000,51,1,g
4347,2560,2564,0638:21.000_0639:10.000,49,0,r
4347,2560,2564,0639:10.000_0640:01.000,51,1,g
4347,2560,2564,0640:01.000_0640:50.000,49,0,r
4347,2560,2564,0640:50.000_0641:41.000,51,1,g
4347,2560,2564,0641:41.000_0642:30.000,49,0,r
4347,2560,2564,0642:30.000_0643:21.000,51,1,g
4347,2560,2564,0643:21.000_0644:10.000,49,0,r
4347,2560,2564,0644:10.000_0645:01.000,51,1,g
4347,2560,2564,0645:01.000_0645:50.000,49,0,r
4347,2560,2564,0645:50.000_0646:41.000,51,1,g
4347,2560,2564,0646:41.000_0647:30.000,49,0,r
4347,2560,2564,0647:30.000_0648:21.000,51,1,g
4347,2560,2564,0648:21.000_0649:10.000,49,0,r
4347,2560,2564,0649:10.000_0650:01.000,51,1,g
4347,2560,2564,0650:01.000_0650:50.000,49,0,r
4347,2560,2564,0650:50.000_0651:41.000,51,1,g
4347,2560,2564,0651:41.000_0652:30.000,49,0,r
4347,2560,2564,0652:30.000_0653:21.000,51,1,g
4347,2560,2564,0653:21.000_0654:10.000,49,0,r
4347,2560,2564,0654:10.000_0655:01.000,51,1,g
4347,2560,2564,0655:01.000_0655:50.000,49,0,r
4347,2560,2564,0655:50.000_0656:41.000,51,1,g
4347,2560,2564,0656:41.000_0657:30.000,49,0,r
4347,2560,2564,0657:30.000_0658:21.000,51,1,g
4347,2560,2564,0658:21.000_0659:10.000,49,0,r
